Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
39,11.59910316121128,0.0,0.6666666666666666,0.4758393512768846,0.22577355747664996,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.8,0.0,1.0,0.75,0.16666666666666663,0.9999999999999998,0.6785714285714285,0.05,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.4831460674157303,0.0,0.0,0.19244391971664698,0.43758127438231476,1.0,0.0,1.0,1.0,0.47451890568678134,0.0,0.0,0.209679973254163,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.5,0.0,0.6785714285714285,0.0,0.0,0.07185628742514971,0.5,1.0,1.0,0.0,0.3058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
41,11.982929094215963,0.0,0.6666666666666666,0.6653301705995243,0.29795373875690245,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.8,0.0,1.0,0.75,0.33333333333333337,0.33333333333333326,0.4880952380952381,0.6833333333333333,1.0,0.0,0.25,0.25,0.6666666666666666,0.22850678733031676,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.42498347653668206,0.0,0.0,0.2626918536009445,0.4577373211963589,1.0,1.0,1.0,1.0,0.6724517407119341,0.0,0.0,0.44390947515298684,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,0.75,0.5,0.4880952380952381,1.0,0.5,0.3622754491017965,0.5,1.0,1.0,0.0,0.8117647058823529,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.9999999999999999,0.0,0.3333333333333333,0.5,0.0,0.0,0.0
48,12.428015476267865,0.0,1.0,0.6653301705995243,0.4995291591632043,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.894736842105263,0.8,0.0,1.0,0.75,0.6666666666666666,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.015862524785194974,0.0,0.0,0.9634002361275088,0.8270481144343302,1.0,1.0,1.0,1.0,0.869088165618817,0.0,0.0,0.6766048329254941,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.011904761904761904,1.0,1.0,0.9401197604790421,0.5,1.0,1.0,0.0,0.8588235294117647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
50,11.751942365440728,0.0,0.6666666666666666,0.4490687928107602,0.2070999545971297,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.21052631578947367,0.8,0.0,1.0,0.75,0.16666666666666663,0.9999999999999998,0.4880952380952381,0.6833333333333333,1.0,0.0,0.375,0.375,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.2,0.5042961004626569,0.0,0.0,0.11334120425029515,0.37126137841352413,1.0,1.0,1.0,1.0,0.3853362812824299,0.0,0.0,0.10414315471869084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.0,0.5,0.5,0.4880952380952381,0.0,0.0,0.28143712574850305,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
55,11.77528972943772,0.8571428571428571,0.6666666666666666,0.363599664400446,0.14064940478328136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.8,0.0,1.0,0.5,0.16666666666666663,0.33333333333333326,0.6190476190476191,0.8666666666666667,1.0,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.4,0.2538003965631196,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6960283647267671,0.0,0.0,0.47180954993718505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.0,0.5,0.75,0.0,0.5357142857142857,0.0,0.5,0.5598802395209581,0.5,1.0,1.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.09090909090909091,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
58,12.188417710291453,0.5714285714285714,0.6666666666666666,0.7171797037666217,0.5387653057486226,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6842105263157894,0.8,0.0,1.0,1.0,0.4999999999999999,0.33333333333333326,0.023809523809523808,0.03333333333333333,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.5076741440377803,0.3094928478543564,1.0,1.0,1.0,1.0,0.29325324432974575,0.7796917497733454,0.0,0.7160404737276096,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.023809523809523808,1.0,0.5,0.5494011976047906,0.5,1.0,1.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
61,11.970350312009105,0.0,0.6666666666666666,0.4073521031758083,0.6326836892999887,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.47368421052631576,0.6000000000000001,0.0,1.0,0.75,0.33333333333333337,0.33333333333333326,0.023809523809523808,0.03333333333333333,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.4,0.6219431592861864,0.0,0.0,0.128099173553719,0.5032509752925878,1.0,1.0,1.0,1.0,0.5547207751877936,0.0,0.0,0.30458915768629335,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5658682634730539,0.5,1.0,1.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,1.0,0.0,0.0,0.0
68,12.328290278254423,0.0,0.6666666666666666,0.5270959937703319,0.46734112971419783,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.047619047619047616,0.06666666666666667,1.0,0.0,0.875,0.875,0.6666666666666666,0.3778280542986426,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.6695307336417713,0.0,0.0,0.2597402597402597,0.6950585175552666,1.0,1.0,1.0,1.0,0.7697460503700579,0.0,0.0,0.5590454892757375,1.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.047619047619047616,1.0,0.5,0.5389221556886228,0.5,1.0,1.0,0.36734693877551017,0.17058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
84,11.747997587149712,0.0,0.6666666666666666,0.6215777318241615,0.31962098132054084,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.8,0.0,1.0,0.75,0.16666666666666663,0.33333333333333326,0.5595238095238095,0.7833333333333333,1.0,0.0,0.125,0.125,0.0,0.14932126696832582,0.0,1.0,0.5,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.6286894923258559,0.4427828348504552,1.0,0.6666666666666666,1.0,1.0,0.4811453758628632,0.0,0.0,0.2175215969468356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.0,0.5,0.0,0.39285714285714285,0.0,0.5,0.3937125748502995,0.5,1.0,1.0,0.18877551020408162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.0,0.75,0.0,0.0,0.0
87,12.066810578196666,0.5714285714285714,0.6666666666666666,1.0,0.5571153756238019,0.0,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,0.5789473684210527,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.047619047619047616,0.06666666666666667,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.8,0.0,0.0,0.0,0.4037780401416765,0.19505851755526657,1.0,1.0,1.0,1.0,0.09202327892434514,0.7941976427923844,0.0,0.6144974012427884,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.5,1.0,1.0,0.047619047619047616,0.5,0.5,0.3023952095808384,0.5,1.0,1.0,0.25510204081632654,0.22352941176470587,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
95,12.229545001715316,0.5714285714285714,0.6666666666666666,0.4889307824852258,0.3592965014194034,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.11904761904761904,0.16666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.42828816920026436,0.0,0.0,0.10389610389610389,0.28608582574772434,1.0,1.0,1.0,1.0,0.33807589287742434,0.7987307343608341,0.0,0.7552004721074734,1.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.11904761904761904,1.0,0.5,0.7275449101796407,0.5,1.0,1.0,0.0,0.9529411764705882,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
97,12.273731294003989,0.0,0.6666666666666666,0.598874060651581,0.4362033087036643,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.08333333333333333,0.11666666666666667,1.0,0.0,0.875,0.875,0.6666666666666666,0.414027149321267,0.5,1.0,1.0,0.5,0.5,0.5,0.4,0.7680105750165235,0.0,0.0,0.2514757969303424,0.7828348504551366,1.0,1.0,1.0,1.0,0.8322390328759228,0.0,0.0,0.6329983539566308,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.0,0.5,0.5,0.08333333333333333,1.0,0.5,0.4101796407185629,0.5,1.0,1.0,0.40306122448979587,0.17058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
98,11.458997122944673,0.0,0.6666666666666666,0.5394651155467649,0.4866131536109224,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15789473684210525,0.8,0.0,1.0,0.75,0.0,0.33333333333333326,0.5,0.7,0.5,0.0,0.375,0.375,0.6666666666666666,0.1085972850678733,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.3436880370125578,0.0,0.0,0.2597402597402597,0.3745123537061119,1.0,0.0,1.0,0.0,0.38992548984886355,0.0,0.0,0.10957392640692021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3502994011976048,0.5,1.0,0.5,0.3061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
102,12.089538829274222,0.5714285714285714,0.6666666666666666,0.5873029696399534,0.34781661230115546,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.47368421052631576,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.2976190476190476,0.4166666666666667,1.0,0.0,0.375,0.375,0.6666666666666666,0.7601809954751132,0.5,1.0,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.4374262101534829,0.23211963589076726,1.0,0.0,1.0,1.0,0.4053519412169342,0.6844968268359021,0.0,0.7232710271754081,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.5,0.75,0.5,0.2976190476190476,0.5,0.5,0.41616766467065874,0.5,1.0,1.0,0.4897959183673469,0.27058823529411763,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,1.0,0.3333333333333333,0.75,0.0,0.0,0.0
104,12.200557464842063,0.0,0.6666666666666666,0.7661944773143539,0.4470542718220454,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.7237308146399055,0.5474642392717816,1.0,1.0,1.0,1.0,0.6048690578364493,0.0,0.0,0.3639335674421753,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.0,0.5,0.5,0.011904761904761904,1.0,1.0,0.811377245508982,0.5,1.0,1.0,0.0,0.21176470588235294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.3333333333333333,0.75,0.0,0.0,0.0
120,12.007560729337492,0.5714285714285714,0.6666666666666666,0.4353777312816951,0.2792535419696609,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.011904761904761904,0.0,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.42975206611570244,0.22366710013003901,1.0,1.0,1.0,1.0,0.1468123823543701,0.6600181323662738,0.0,0.5427454761908557,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.011904761904761904,0.5,0.5,0.2874251497005988,0.5,1.0,1.0,0.0,0.1411764705882353,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0
125,12.106252310247962,0.0,0.6666666666666666,0.1634963293698859,0.8482061020837355,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.42105263157894735,0.8,0.0,1.0,0.75,0.33333333333333337,0.33333333333333326,0.3571428571428571,0.18333333333333332,1.0,0.0,0.375,0.375,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.8040141676505312,0.6358907672301691,1.0,0.0,1.0,1.0,0.8311314946783961,0.0,0.0,0.6316877168392088,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.5,0.75,0.5,0.3571428571428571,0.0,0.5,0.3547904191616767,0.5,1.0,1.0,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
129,11.951180395901384,0.5714285714285714,0.6666666666666666,0.4889307824852258,0.19098985679561142,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.4,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.47619047619047616,0.6666666666666666,1.0,0.0,0.875,0.875,0.6666666666666666,0.6018099547511313,0.0,1.0,0.5,0.0,0.5,0.0,0.2,0.33840052875082616,0.0,0.0,0.08736717827626918,0.17945383615084523,1.0,0.0,1.0,1.0,0.060633104834829865,0.6237533998186764,0.0,0.4625924401376045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,0.25,0.5,0.47619047619047616,1.0,0.5,0.38173652694610777,0.5,1.0,1.0,0.47959183673469385,0.6352941176470588,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
